song,artist,uri
Me Vokser Aldri Opp,Janove,spotify:track:4G2CWAs1OUGLs51JWjLQ77
Mine Siste Berømte Ord,Janove,spotify:track:4qhBHvhFGFGlMusPiICRto
Om Me Går Ner,Janove,spotify:track:4UiK7pdffD45z6pYJvZUAS
Vår Uendelige Sang,Janove,spotify:track:1TnV1vAw58Dp0d0cWXsgsr
Regnbuen Treffer Oss Ikkje Lenger,Janove,spotify:track:5gUeG7EzT0TEBIFQceOV1r
I Natt Blir Du Fri,Janove,spotify:track:0eC8JmwCICNiZe32bugOQn
Trixing & Fixing,Janove,spotify:track:77bHp3xjIboxY9gxdD0eWW
Det Ville Vært En Sensasjon,Janove,spotify:track:150CnpRQN9cx0wTPg2uvnR
Into My Arms,Band of Horses,spotify:track:3kodZApJaGmtZxw9gEpFki
"Money, Money, Money - From 'Mamma Mia!' Original Motion Picture Soundtrack",Meryl Streep,spotify:track:5d1KW5rFia50J0yQKRMEnI
Mamma Mia - From 'Mamma Mia!' Original Motion Picture Soundtrack,Meryl Streep,spotify:track:4yRgS8Wn06YC6e2c2HWgsm
Dancing Queen - From 'Mamma Mia!' Original Motion Picture Soundtrack,Meryl Streep,spotify:track:5WrFSDKb8M26jmsjCIX1KJ
Super Trouper - From 'Mamma Mia!' Original Motion Picture Soundtrack,Meryl Streep,spotify:track:76jldLuCcMJxqPJg5iSMAH
Gimme! Gimme! Gimme! (A Man After Midnight) - From 'Mamma Mia!' Original Motion Picture Soundtrack,Amanda Seyfried,spotify:track:1iyygv0kEyUj23TTQU56cs
The Name Of The Game - From 'Mamma Mia!' Original Motion Picture Soundtrack,Amanda Seyfried,spotify:track:3QacjulTJIwUpczeGQWJKc
Voulez-Vous - From 'Mamma Mia!' Original Motion Picture Soundtrack,Cast of Mamma Mia! The Movie,spotify:track:6S3echEcEnGl2nZNRoqXcj
Does Your Mother Know - From 'Mamma Mia!' Original Motion Picture Soundtrack,Christine Baranski,spotify:track:4fBPcJ5MZguY1ri7UOtcwV
Slipping Through My Fingers - From 'Mamma Mia!' Original Motion Picture Soundtrack,Meryl Streep,spotify:track:1v9X60HXT7T6QiDYRKfcG8
"The Winner Takes It All - From ""Mamma Mia!""",Meryl Streep,spotify:track:0YiBAt98gQSW0fHppSqf4C
When All Is Said And Done - From 'Mamma Mia!' Original Motion Picture Soundtrack,Pierce Brosnan,spotify:track:73vw8Po1qnis9Xwy2XhUGV
Take A Chance On Me - From 'Mamma Mia!' Original Motion Picture Soundtrack,Julie Walters,spotify:track:1SkRQq0npxbp923a239Xp2
I Have A Dream - From 'Mamma Mia!' Original Motion Picture Soundtrack,Amanda Seyfried,spotify:track:0R0EwMsP1270gOt0cI7030
I Wonder (Departure),Lily James,spotify:track:2wcs7pwj5bzhVodPO21O7S
Kisses Of Fire,Panos Mouzourakis,spotify:track:6XmiE7UK0cimqiI8LKbpMb
The Name Of The Game,Lily James,spotify:track:021oUsG0NYI7YuJK6c0ecG
Angel Eyes,Christine Baranski,spotify:track:6ERUsU7mPnu6sUQptDACkA
Mamma Mia,Lily James,spotify:track:717z018DWodjJnW6DE7t4z
Dancing Queen,Colin Firth,spotify:track:3zZ6W6T7TuGJmcyvZ5VRlo
I've Been Waiting For You,Amanda Seyfried,spotify:track:7C3xydn7tJZLCSBcV2ZFYe
Fernando,Cher,spotify:track:1V9zWcD0PpWlFa42vCErzm
"My Love, My Life",Amanda Seyfried,spotify:track:248wt1trbhwrNN5fBC3Q3W
The Day Before You Came,Meryl Streep,spotify:track:1r93lJK0yzvdlmqMIbqiqR
Nowhere Warm,Kate Havnevik,spotify:track:7b9xHOS8MtitIw2eSA9Ruj
Manikin,Hollywood,spotify:track:4IfIIVaQlwVG7Yjnx301r8
Get Lucky - triple j Like A Version,San Cisco,spotify:track:72M6bRi8J59AsdQBB5aQHW
Be the One,Dua Lipa,spotify:track:1ixphys4A3NEXp6MDScfih
Smoke Too Much,JOY.,spotify:track:31cahXEtbRJM5lzVjvgW21
Stay Off My Mind,Skott,spotify:track:3EIloISJJFMs88jSmvOSMa
Embracing Me,SAFIA,spotify:track:2umcZKbka0UYnz3DtG4urN
About You,San Cisco,spotify:track:5S4939dPVzjyCvvb4tmKw6
It's Conditional,Black Marble,spotify:track:021XLftRPhNwRyvig6OLOl
Garden,Elder Island,spotify:track:71yBmLTZ6wmxcHUhtSObXV
Come to the Fore,Fellini Félin,spotify:track:5HYEglpB4LSbIHllCDoxvM
Made for Us,Mackintosh Braun,spotify:track:5GGV7gKvq4YlXjWyFTaSvZ
Operator (Ring Ring) [feat. Dances With White Girls],Chris Lake,spotify:track:4oXT61OL4mDPRXbjq2d7b1
Café Del Mar 2016 - Dimitri Vegas & Like Mike vs Klaas Instrumental Vocal Mix,MATTN,spotify:track:7dsyKvOIyaFgcjfvJrCzCM
Strangers Do,Jonas Aden,spotify:track:4PQg6FbToTzRnN9pgxf9B9
Genre Police,S3RL,spotify:track:36flWlZzU7ETc40iXFGWzJ
Level Up,Ciara,spotify:track:5ubwXXOsH9bUhZsQ0Cybha
Dance For Me (feat. MØ),ALMA,spotify:track:7MtJuNvOzLfzBG898xYw2j
Real Life Baby (Scene Writers vs. Cookin' on 3 Burners),Scene Writers,spotify:track:4iQNrxS1yeuH4mxb5Hegru
BOOM,Tiësto,spotify:track:7i5sdKCjFIYlD9idhZBijJ
Feel It Still - Gryffin Remix,Portugal. The Man,spotify:track:4yeWP0EabOteKT2MzPyeJ8
Alone (Calvin Harris Remix) (Feat. Stefflon Don),Halsey,spotify:track:5K09638EBQjVMrZYXA89aC
The Deep End - Supermini Remix,Tall Heights,spotify:track:6Fvcfc6yiU97h2ir2B9cR5
Ya Kidding,FISHER,spotify:track:3fDgxdcf0jeJgGiZJGUmyK
One Kiss - Oliver Heldens Remix,Calvin Harris,spotify:track:4ukz1JJ5fcDNdzIQ9gYdpZ
Would You Ever,Skrillex,spotify:track:57p8CBvPOxrvyCbn6ttl5r
Spread Love (Paddington) [feat. DVNO],Boston Bun,spotify:track:2MYRU51rPa1QpukXT2lR7C
Tight,Kaskade,spotify:track:1CnMonW2jPjo4OvGEw6esf
Pizza,Martin Garrix,spotify:track:5oAgI7Pzg6vxuKrfapg3Pi
Alibi (Far Out Remix),Krewella,spotify:track:144VylfhBHydi2xvqy9yw6
Drop It Like It's Hot,Snoop Dogg,spotify:track:4Tyv7nnNTHC6mR1pTubIrw
Later Bitches - Benny Benassi vs. MazZz & Constantin Remix,The Prince Karma,spotify:track:0osKLdw4eB0wlaBkky49yF
"Runway - For Club Play Only, Pt. 5",Duke Dumont,spotify:track:3UCOxTSO17cTWgIwMxElUA
Invincible,Muse,spotify:track:6LOy1fw9XCjW0igdCfA2rw
Dream State,Son Lux,spotify:track:1jXRr5iln16y27EM85HMJ3
Jump into the Fog,The Wombats,spotify:track:2igLxzAsBpZFfwra3RTyHK
Hallelujah Junction - 1st movement -,John Adams,spotify:track:56PVlVEMGunhQo7wDEnQr5
M.A.Y. in the Backyard,Ryuichi Sakamoto,spotify:track:5VBbrj45TD14B9CEylf7NP
J'adore Venise,Loredana Bertè,spotify:track:5RIm39lsep2lytUpjGogdE
Lady Lady Lady,Giorgio Moroder,spotify:track:1kYN4MKG54N6CTnCT3PkgX
Words,F.R. David,spotify:track:6tvd5KHgUKvBvZWuT9OZe4
Love My Way,The Psychedelic Furs,spotify:track:3GITxE9ghA1r7iOZXRbS6O
Brazil,Declan McKenna,spotify:track:4sNG6zQBmtq7M8aeeKJRMQ
Your Body Is a Weapon,The Wombats,spotify:track:1TPJHyNSMsZiljGnyYscXw
Why Do You Feel So Down,Declan McKenna,spotify:track:5Bge1Dsqjc14hhGguYML5w
21st Century Breakdown,Green Day,spotify:track:0RT1qESYHlNcUJI0Yo5Hzl
Know Your Enemy,Green Day,spotify:track:5qtwzv99vOr5UTwnTixn7j
¡Viva La Gloria!,Green Day,spotify:track:575urseJcD6iGioNWuQy3H
Before the Lobotomy,Green Day,spotify:track:0bziU9XgFkAcPrMhVYBM7n
Christian's Inferno,Green Day,spotify:track:0buUlnWLraOX28CQLuR1dE
Last Night on Earth,Green Day,spotify:track:5TpPSTItCwtZ8Sltr3vdzm
Peacemaker,Green Day,spotify:track:5jOMxC9ezgFPGSMSn1zJ5S
Last of the American Girls,Green Day,spotify:track:5Rjm3VIMlxAEIEy5gU2bF7
Murder City,Green Day,spotify:track:4nqZIPw2PNo1W54kEmswJ2
¿Viva La Gloria? (Little Girl),Green Day,spotify:track:2mnk1GHN0XmznKiucY4ZW4
Restless Heart Syndrome,Green Day,spotify:track:0CHmnY1V3tmxrIZAkpyxNh
Horseshoes and Handgrenades,Green Day,spotify:track:3Dl2gul5pJ5Ceh7ew5kvC9
The Static Age,Green Day,spotify:track:0c0ptxjRaqaxMM8gvSWCG0
American Eulogy: Mass Hysteria / Modern World,Green Day,spotify:track:2DSgsIY3ZCjx7DhMNRzsSS
See the Light,Green Day,spotify:track:5bUXuNEIxQbX6sTiP43z5H
Having a Blast,Green Day,spotify:track:0eUJzAGs9OKSOmLVpsng7e
Longview,Green Day,spotify:track:3LRJbFT9rKoKv4aW7PuBJC
Welcome to Paradise,Green Day,spotify:track:5kr3j5Clb9rjEposoMyLVt
F.O.D.,Green Day,spotify:track:409hGnupGUeqjzpv4Ycs3g
All by Myself,Green Day,spotify:track:0fatcDJuNxjxA9tuBsQkrm
Nice Guys Finish Last,Green Day,spotify:track:0EonrvTzzNScmk7QT4L3dw
Hitchin' a Ride,Green Day,spotify:track:6WlmA3HPHuNIR2mxI8LkZF
King for a Day,Green Day,spotify:track:3b2Tnh3Dd9ahRoNm28RfNM
Men går jag över ängarna,Göran Fristorp,spotify:track:0eCnIGWhD755H8zZ35JL6t
Easy,Son Lux,spotify:track:6J6FXmYrMxg93mBxkugUlI
Faded,ZHU,spotify:track:27ImR3LOSWgzqrABxD92uq
Sekskløver,Kaizers Orchestra,spotify:track:1WifkJ6FVHwRvW2sgeZ8gR
Hours (Carl Louis remix),Ponette,spotify:track:5vtb4ptBpucILVP28Yavw1
Buckle Up,Summer Heart,spotify:track:7htO3ICiR5pplObfzLrCNF
Half-Light,Madrugada,spotify:track:6Iuw68uxtiPVvvQ338a5W4
Cheetah Tongue,The Wombats,spotify:track:4w9TBRGhvbhiLQB8jVCusl
"Archie, Marry Me",Alvvays,spotify:track:3XpXhVtZwqh2eM5d9ieXT5
Zipper,Junior A,spotify:track:1SRTTtCFDFQbDhMTfpw9Is
Minimum,Charlie Cunningham,spotify:track:4FwaJmXeZxr1096KItcUQq
The Finishing,Stavroz,spotify:track:2SCLswvRP8hAYdIKsrLV6h
Go! - Animal Collective / Deakin Remix,M83,spotify:track:6CfvIkh6tyxpkNIoJkRuSH
I Need You,M83,spotify:track:1na2MOlie83rN9sTNRuEOj
Glory,Jean-Michel Jarre,spotify:track:0IR0rOaEIds0qUb5yNNFQH
Sitting,M83,spotify:track:7n8MPNOM4hJdk3CryHOpR5
I'm Getting Closer,M83,spotify:track:2IzSYNzrcawIDLo4JEIURM
I'm Happy She Said,M83,spotify:track:2NwhHLkMAnv60QKW3G47Vf
God of Thunder,M83,spotify:track:5Dlh7OsNysfBd1oya5pJxC
Shadows,The Midnight,spotify:track:6TjXFcSIIOofr3sREFezmg
Arcade Dreams,The Midnight,spotify:track:66TVaQ0m6hRq5aD7bgJWcS
Jason (feat. Nikki Flores),The Midnight,spotify:track:4jEy6jXHWcOKXsVfIV5lR2
Sunset,The Midnight,spotify:track:5KDVubXIvjwQjAGVlk2DnD
Vampires,The Midnight,spotify:track:7LUIDrW2Q01WUTjNiCipHA
Memories,The Midnight,spotify:track:1luNGK524Xqr0bT4knZeHV
Clean Eyes - The Midnight Remix,SYML,spotify:track:1XjW7XpnJ4VecD8erCL4TN
Synthetic,The Midnight,spotify:track:0hhVtVZnvwRnyqUD6dfVD5
Crockett's Revenge,The Midnight,spotify:track:57thVElzhnlzT5P4HXQ4DD
Endless Summer,The Midnight,spotify:track:7e7URvbwhhD4IVK8hLwAjs
SAS PLUS / SAS PUSSY,Karpe,spotify:track:1atrCmFrGEN5QvjoEWFRHo
Eventually,Tame Impala,spotify:track:5M4yti0QxgqJieUYaEXcpw
Turn,The Wombats,spotify:track:11IJA30efHAJLO3qroPh5L
Fast Lovers,Lemaitre,spotify:track:2x66KY9ZtoZsMv4z6KgLkV
Mystery of Love,Sufjan Stevens,spotify:track:4HbeGjbt7u3pvwDk1vN7P0
Visions of Gideon,Sufjan Stevens,spotify:track:0SUDiaR0qm30fXVGPjPvRp
"Baby Mine - From ""Dumbo""/Soundtrack Version",Arcade Fire,spotify:track:2ufkOFn5LKYNoAdss0GUKR
TOOTIMETOOTIMETOOTIME - Acoustic,St. Lucia,spotify:track:57BWBmQHAuTyl6cNUg3TAl
City Boy,Donkeyboy,spotify:track:4bIRKImTd8vH9Ks79l7Rz8
Rising Urge (Lost Tapes) - Original,Röyksopp,spotify:track:4D2zAaCFuDMlIboD7UH8X5
In the End (Lost Tapes),Röyksopp,spotify:track:2vyACbL11HoiWTcA6Ri7wU
Game Boy,Kjartan Lauritzen,spotify:track:3y2M4HC1CwVP9GlEvTVTO3
A Moment Apart,ODESZA,spotify:track:59wlTaYOL5tDUgXnbBQ3my
Across The Room (feat. Leon Bridges),ODESZA,spotify:track:4YaNLEPw3MrIgkGOkBrAh2
Marianna,Ingrid Helene Håvik,spotify:track:1UgaOlYBB1uRl9rgJ3W9WM
Simple Science - Radio Edit,Zero 7,spotify:track:3XzkTl7h3WnfSRKTmKuYmr
One Thing,Peter and Kerry,spotify:track:6xrjiQlZMCDp2sDJhW2v6e
V.22,Llojd,spotify:track:1nVtl2nRkhNytTxp9NxQA4
Everybody Loves You,SOAK,spotify:track:1PxYBwSk5iZkp43hR5v6yu
I Follow Rivers - The Magician Remix,Lykke Li,spotify:track:40ogYHQCVmrUJ2jCiM2odT
I Follow Rivers,Lykke Li,spotify:track:3DsDDXmMtucnf7Etgr0n7x
La meg være i fred,Kjartan Lauritzen,spotify:track:5sqHj02NSEs25s3eAcxwjn
Where Angels Fear To Tread,Disclosure,spotify:track:4vgXDV9qcqnwMQkdyGLSpL
Magnets,Disclosure,spotify:track:7nRmfGNhHKEEu5o8yFXLXt
I Go On,SOULS,spotify:track:5Uo9WbsdsyVC4frla0k8i8
Down On Me,SOULS,spotify:track:4xElFxaseAKranmgwW8fO8
Fragments of Self,Max Cooper,spotify:track:4QkENcBcJnjofXeSVnu4vq
The Dreamer,The Tallest Man On Earth,spotify:track:512FKDQnlMSUATVWAoW6f4
This Is Us Colliding,Talos,spotify:track:1zUbVMC5kGznDqGDZq1MQa
Løkkeskrift,Mørk,spotify:track:0fSYUuObl84Z2qiowZHvYe
In Vain,Sigrid,spotify:track:7sKhiUAsdwtcTcJggB1q2Y
Business Dinners,Sigrid,spotify:track:6o9ClirEc663Ut4rByoQq7
Midnight City - Eric Prydz Private Remix,M83,spotify:track:0FoSiffuAmaJ3VyPaebY6I
Astronomia,Tony Igy,spotify:track:6ulon8Un1tOwzQbAJGZYvi
Hatrið mun sigra,Hatari,spotify:track:1JBqLoGfH1LnGTE0wzAatU
Hungry Like The Wolf / Rio (Glee Cast Version),Glee Cast,spotify:track:0BEiDA0JOycXaDI5ynEWgz
Hold You Now (feat. Danielle Haim),Vampire Weekend,spotify:track:15E2P2ToSLNnZvcOEQra6a
Harmony Hall,Vampire Weekend,spotify:track:39exKIvycQDgs4T6uXdyu0
This Life,Vampire Weekend,spotify:track:4dRqYKhLVujxiBXcq50YzG
How Long?,Vampire Weekend,spotify:track:5jd6XPyXSY4jQVG3SlXP1b
Unbearably White,Vampire Weekend,spotify:track:2FjoCQaBoiEKs3FCvD0HkR
Rich Man,Vampire Weekend,spotify:track:2WaaqcSdsLliuWTnmY4rLC
Married in a Gold Rush (feat. Danielle Haim),Vampire Weekend,spotify:track:4Ww4jdVXTyvSnryNTtReRJ
My Mistake,Vampire Weekend,spotify:track:2G5ZpNvgSOOcBCpLcOfvJy
Sympathy,Vampire Weekend,spotify:track:2YegRTu9IjiUg4VWfnXyM3
Flower Moon (feat. Steve Lacy),Vampire Weekend,spotify:track:3ujuDsiyBLAXAB6dtNwpGu
We Belong Together (feat. Danielle Haim),Vampire Weekend,spotify:track:1MkiAWVcbxZ7NzMuAuWqJS
Stranger,Vampire Weekend,spotify:track:5c2fEICoqVYuTjAGEieB2F
Spring Snow,Vampire Weekend,spotify:track:1ze0Z3ZnIDITxj13NRok4z
"Jerusalem, New York, Berlin",Vampire Weekend,spotify:track:7lQgoAWAFAo0XW7dW2TL1y
How Did I Find You,NEIKED,spotify:track:7dhh5MGe898uMm7TrCUvwj
SHOOK,Raja Kumari,spotify:track:5aeDAGaeHr0y5ptbETaSLR
Take Me To Your Planet,Lil Halima,spotify:track:0RWtMmkaXFFiyh2g2hm2EM
Late Night Feelings (feat. Lykke Li),Mark Ronson,spotify:track:7aQeWViSfRWSEwtJD86Eq0
Melody Noir,Patrick Watson,spotify:track:4dnC4CojiXNTipgNzrxmbw
The Great Escape,Patrick Watson,spotify:track:1GIPP103zfsythULEpsmdw
The Hidden River of My Life,Sufjan Stevens,spotify:track:3WqhCcRJEQ3gyBisLqe5GH
Magnetised - Acoustic,Tom Odell,spotify:track:5baXzOMmD0sf26hayRqfqI
Ordinary World,Duran Duran,spotify:track:0wokCRaKD0zPNhMRXAgVsr
Come Undone,Duran Duran,spotify:track:0yfNXxlyXdmP0ue1iJijx1
Rio - 2009 Remaster,Duran Duran,spotify:track:43eBgYRTmu5BJnCJDBU5Hb
Hours - Carl Louis Remix,Ponette,spotify:track:6wh3p5B05BaShMV9FJZOpG
She's Lost Control - 2007 Remaster,Joy Division,spotify:track:49G0Rj1qpt75vdgiOo8QAE
Hold Me,Lil Halima,spotify:track:1XqyTE9sLKozH07xk0C4FO
Zone 1 to 6000,Nabihah Iqbal,spotify:track:4dKYEhGEEpTZFOXBAhDOcA
Kom da Honey,L.U:N.A,spotify:track:2gjK0VN92onY6Z9regwQPr
So Right,Marie Davidson,spotify:track:0UEqdYaTjYYLuEr6fLneDl
Kind Of Love,Rat City,spotify:track:0Tv9DumSM7K9v4EME1XdsC
By The River,Klingande,spotify:track:5WXHg8NUk0iIhnhDa0LhGn
Geir På Tinder,Offentlig Sektor,spotify:track:4GgdvqotqEbnYe9ZyzNwSp
Spirit in the Sky,KEiiNO,spotify:track:7B7O5jgFpWfc9orZw6FN4K
Spellær Ballær Kakse,Smeke Reven,spotify:track:6DdP946gMNYsg0tytx18eR
TIME,Alesso,spotify:track:108r6pnZHStBIktpyyps9w
Åsåm,Akeron,spotify:track:7nAN9IglTQZn8LIh5wHJFG
Varm,JESPER,spotify:track:2afozzyU8Wpod639JhCaiA
Trouble,CLMD,spotify:track:2b2Ji9u1hRwfvO5dk1ixYi
Disco Demolition 2018 (Stabekk Anthem),J-Dawg,spotify:track:04rjxIPsEtpM8Yj9UPy6Tt
Holde kjeft,JESPER,spotify:track:6wwQ7Gou8ISgcLgqPmJF2b
The Penetrators 2016 - SKAM Season 1,Hanzee,spotify:track:3zDQYjG56SSDmETEFkcRoP
Rik Mann,Byklubben,spotify:track:78wCGIoRbxDxjzwZNOAPby
Hysj,Meso,spotify:track:3SwVLu2Mk5Y8hLDfRUUi5p
"Nei, så tjukk du har blitt",Prins,spotify:track:5u0kmtT3yVuk4itf4gw13j
Maganda,Chris Baco,spotify:track:50jjRKCFrX8v9GOTM6MLph
Hitparade,Vidar Villa,spotify:track:5Ly0PpawVwfW8XN2VRaNPN
Drømmemann,Cess,spotify:track:4PmENqnjybovsBQE1iZ0AO
Shine On (Heiko & Maiko's Gute Laune Radio Edit),Sunloverz,spotify:track:6FOB1aO7BFvRPwsty1zr27
En Liten Fågel,Kamferdrops,spotify:track:4U1fvXKdovsGEe6zHhWctA
Det er fredag,Herman Flesvig,spotify:track:7g35s50bVXtkp6zhihmvcu
La Meg Leve,Adrian Sellevoll,spotify:track:2z054TcxQSHH9YCrhLK0vk
Gi Mer,African Sunz,spotify:track:1egS3W6ZKpba37nFDYRd8L
Raske Briller,Nicolay Ramm,spotify:track:7JTNzAHglvqcMd00os8qcm
Få meg på,Freddy Kalas,spotify:track:1wQ1vHGuKT9ILtKVQfCVy6
Sporadisk,Chris Baco,spotify:track:35bgGR8dVeB2tiQkQJEm1E
Ha Meg,Adrian Sellevoll,spotify:track:7r2KXHDlz63xpc67pT8S76
Actionfrank,Frank Løke,spotify:track:2FUQf1m8n5ybP2wRQhLXas
East High 2016,TIX,spotify:track:12eXqcGaDFvukbWJbjHFi9
Ukjent,ERIK,spotify:track:0owC9YpJ3XbTKtPH60wdsn
Plan B,Vidar Villa,spotify:track:4jQHhYWs11Hcr0gWVSxjgn
Night after night,Sandra Lyng,spotify:track:1sNZt1iWm9rtyx9Q95Wcd2
Blackout,Egil Ellevill,spotify:track:5HxlbjfvqNgKWFBcXEdKsx
Sommerkroppen,Mads Hansen,spotify:track:6HqobDaKcIiv7iRierChsK
Bella,Elly Ekko,spotify:track:4PiKaT03uWkQEuVQlZGaqZ
Idyll,LOKE,spotify:track:2ysZGDTgQD94WILo4jPeex
Gangsta Walk (feat. Nate Dogg),SNBRN,spotify:track:6AAw43DJbIysnD0DwVurGd
Tar en for laget,Katastrofe,spotify:track:4lkfOvFbBntFp9BSnlDcKD
Bare Afterski (feat. Lazz),DJ NorgeJodel,spotify:track:65OPUc9SqbYfcRqEnCFmJW
Nordpå,Benjamin Beats,spotify:track:6jAdO4yslWsF0ztNdb2A52
"Hungry Like the Wolf - Recorded Live at AIR Studios, London",Muse,spotify:track:0YdWb05mQJwJnd3U7zXWFv
Pressure,Muse,spotify:track:1pbyc2rbpwxZjCbKC2X7UV
Hysteria,Muse,spotify:track:7xyYsOvq5Ec3P4fr6mM9fD
Psycho,Muse,spotify:track:383QXk8nb2YrARMUwDdjQS
Feeling Good,Muse,spotify:track:5PK1JCSdr34gWgzYHgt3Jq
Supremacy,Muse,spotify:track:40pPI2TbaYSZlKfV44HRjn
Plug in Baby,Muse,spotify:track:429MqIq5nGH32feyRZHunv
New Born,Muse,spotify:track:6KR9NaynH8bF9w727wKQBL
Panic Station,Muse,spotify:track:1tjHKKI0r82IB5KL29whHs
Stockholm Syndrome,Muse,spotify:track:5VVWgWH8HFLAtM8lbttvn9
Dead Inside,Muse,spotify:track:2daZovie6pc2ZK7StayD1K
Something Human (Acoustic),Muse,spotify:track:1D2ISRyHAs9QBHIWVQIbgM
Bliss,Muse,spotify:track:09oOhscdjOI4JzxgP9t0x3
Thought Contagion,Muse,spotify:track:35zrlBOjpfDPMcZzglWOuV
Mercy,Muse,spotify:track:2qkmPUG7ARsRwhVICQVwQS
The Dark Side,Muse,spotify:track:4PrlkCGa3bBmU7QIboyxII
Unintended,Muse,spotify:track:6kyxQuFD38mo4S3urD2Wkw
Survival,Muse,spotify:track:2IFqUmfW8oQoKn6ToxKsMs
I Belong to You (+Mon Coeur S'Ouvre a Ta Voix),Muse,spotify:track:114rzL6VEy9bb3amPcY3tw
Butterflies and Hurricanes,Muse,spotify:track:0xJLcjd0gaZct43xG1UlXS
Map of the Problematique,Muse,spotify:track:5YXr4AGfUQpLSxtFSsKUh6
Muscle Museum,Muse,spotify:track:5rupf5kRDLhhFPxH15ZmBF
Sunburn,Muse,spotify:track:5wq8wceQvaFlOZovDtfr0j
Something Human,Muse,spotify:track:2kPQFWoXuRz6jNsEo48Inm
Assassin,Muse,spotify:track:6JnFVmPyJvjnfBag0hhIFa
The Handler,Muse,spotify:track:6xq3Bd7MvZVa7pda9tC4MW
Reapers,Muse,spotify:track:1244xKUG27TnmQhUJlo3gU
Dig Down,Muse,spotify:track:7JhTr0G0gr3ESY3B9uqPi4
Sing for Absolution,Muse,spotify:track:1hHuyqVCZCbhYQixEkdQCo
Unnatural Selection,Muse,spotify:track:28FJMlLUu9NHuwlZWFKDn7
MK Ultra,Muse,spotify:track:0MrkZz4D3fGlEkhebjPPrh
The 2nd Law: Isolated System,Muse,spotify:track:4nr4gSTFGmTTSbumSY3kfH
Eternally Missed,Muse,spotify:track:00Qum7j2nKb2wKo8floWBy
Animals,Muse,spotify:track:2raJLzvNRvipP8cJuchk6U
United States of Eurasia (+Collateral Damage),Muse,spotify:track:0tHbQRjL5phd8OoYl2Bdnd
Blackout,Muse,spotify:track:2nTgdpxwpXTk5x1c9yaO3W
Endlessly,Muse,spotify:track:6zMmg2uwUqSm3yHhhpWI7E
Defector,Muse,spotify:track:4FnAEvbT3mjxpkUKpGwXYM
Glorious,Muse,spotify:track:6IfitwQQ1Gu9g9QnLWDHRY
The Run and Go,Twenty One Pilots,spotify:track:68NsOuum1AegLDhOIr2ADL
Fall Away,Twenty One Pilots,spotify:track:77vDHmiANW3JS2gNN5q7pI
Screen,Twenty One Pilots,spotify:track:1pKmfhwbZvsyYUP2eOGdw5
Fake You Out,Twenty One Pilots,spotify:track:3MLtopC0uho28PxZN7Zecy
Oh Ms Believer,Twenty One Pilots,spotify:track:3FvV3j98xtcylQF1drDc9j
Johnny Boy,Twenty One Pilots,spotify:track:2hUFjIbpKaRqs97OjUAmXb
Nocturne,Blanco White,spotify:track:1rAoMvrhI0Ozalbow7Lu6F
The Fold,Wickerbird,spotify:track:660D1KONP5QoayR5MUGGcK
Don't Forget About Me,CLOVES,spotify:track:4gVZhkcsZcwQ4mU1gEeXEO
Milk & Honey - Alt Version,Billie Marten,spotify:track:35ZHHlrMKr7CijbD239b0g
Swell,Twin Caverns,spotify:track:4zr2ewFFA1mS5nAzeYAoEp
The War,SYML,spotify:track:1fNMNJqWaPxUHFpZ0Zl3UA
Deliverance,RY X,spotify:track:5ADqP9XM6BSIqgSka1sGyt
Riverside,Agnes Obel,spotify:track:7kaub3iYrvVz5gaPVemsWE
Sleep Baby Sleep,BROODS,spotify:track:0LCrNCOgGTgUL7Ubsdeuuj
The Place I Left Behind,The Deep Dark Woods,spotify:track:7BbAqle8lyB3S56Q9MPTZB
Rescue My Heart,Liz Longley,spotify:track:4mdmOqTv0ZBeHNjT2Pf63n
I Need My Girl,The National,spotify:track:7rbCL7W893Zonbfnevku5s
"I Love You, But I Need Another Year",Liza Anne,spotify:track:5K9cE052Gcrf4yCYPWWS8a
Dream State...,Lucy Dacus,spotify:track:6tp18AVA4FEjFTYaSD8exB
Loose Change for the Boatman,King Charles,spotify:track:307cqh2ACTzBm3deY5uVzs
Night Shift,Lucy Dacus,spotify:track:3ONaqCb780ATQB9j3vSoi2
Through a Glass (Quartet Version),Henry Jamison,spotify:track:5WtvoPeSpp6pIp9bG6arVS
Lost,Liza Anne,spotify:track:078kLYfYCjjPMbABqriXT3
Voyeur,Baths,spotify:track:2knbyWx9tDRffbJoo3mmp5
In for the Kill,Billie Marten,spotify:track:0mFxjFxjI3f8p8JPLnro57
Boris,Lo-Fang,spotify:track:1XJFmxQTm4cOQrXEhArm6Q
This Is The Life,Amy Macdonald,spotify:track:3oyqGFcN7m3jk4alkNI3j9
Bang Bang - My Baby Shot Me Down,Nancy Sinatra,spotify:track:1s2I9Q7zAE78m7aVZOq3ug
Emmylou,First Aid Kit,spotify:track:4r9MqJ7MG26TFyxqr7PK01
Runaway,AURORA,spotify:track:2WZ3zMVFxuC5i20jQrnPyE
Stolen Dance,Milky Chance,spotify:track:5tjrH5xrpkgKgYd8zQgU8X
Someone You Love,Tina Dico,spotify:track:5aI77cw8Bs9AxvrujjkXVD
Berlin,RY X,spotify:track:4mxY9GZwD5swtjzXgjzak8
Draw Your Swords,Angus & Julia Stone,spotify:track:0nDmtDxxtBN0gd8EBipoTy
Fear of the Water,SYML,spotify:track:3xn7cwof2Srt3CRjvLfrXa
Santa Cruz,Silences,spotify:track:268fHX2HCDAbB4rq7BS2XT
